time,container_cpu_usage_seconds_total,tegra_cpu_util_percentage,tegra_cpu_util_percentage,tegra_cpu_util_percentage,tegra_cpu_util_percentage,tegra_cpu_util_percentage,tegra_cpu_util_percentage,tegra_wattage_current_milliwatts
1720776647.591,34.589496256,95,98,95,91,39,36,5169
1720776648.591,34.589496256,95,90,95,91,39,29,5128
1720776649.591,34.589496256,90,90,95,91,33,29,5128
1720776650.591,34.589496256,90,90,98,90,33,34,5006
1720776651.591,34.589496256,90,87,98,90,44,34,5006
1720776652.591,34.589496256,100,87,91,99,44,34,4843
1720776653.591,34.589496256,100,96,91,99,32,34,4843
1720776654.591,34.589496256,89,96,91,93,32,48,5250
1720776655.591,34.589496256,89,91,91,93,55,48,5250
1720776656.591,34.589496256,89,91,100,87,55,41,4803
1720776657.591,34.589496256,89,89,100,87,35,41,4803
1720776658.591,34.589496256,98,89,100,81,35,44,4843
1720776659.591,34.589496256,98,97,100,81,43,44,4843
1720776660.591,34.589496256,89,97,99,78,43,34,4803
1720776661.591,34.589496256,89,86,99,78,34,34,4803
1720776662.591,34.589496256,91,86,99,71,34,30,4884
1720776663.591,34.589496256,91,87,99,71,30,30,4884
1720776664.591,34.589496256,100,87,95,88,30,35,4965
1720776665.591,34.589496256,100,96,95,88,30,35,4965
1720776666.591,34.589496256,99,96,83,100,30,32,4721
1720776667.591,34.589496256,99,98,83,100,28,32,4721
1720776668.591,34.589496256,80,98,96,93,28,30,4925
1720776669.591,34.589496256,80,88,96,93,34,30,4925
1720776670.591,34.589496256,76,88,98,100,34,26,5047
1720776671.591,34.589496256,76,65,98,100,32,26,5047
1720776672.591,34.589496256,90,65,92,94,32,38,5250
1720776673.591,34.589496256,90,85,92,94,38,38,5250
1720776674.591,34.589496256,97,85,88,79,38,41,5291
1720776675.591,34.589496256,97,85,88,79,40,41,5291
1720776676.591,34.589496256,98,85,99,80,40,41,5291
1720776677.591,34.589496256,98,92,99,80,40,32,5047
1720776678.591,34.589496256,93,92,99,80,35,32,5047
1720776679.591,34.589496256,93,92,83,97,35,30,4884
1720776680.591,34.589496256,93,95,83,97,30,30,4884
1720776681.591,34.589496256,87,95,99,76,30,28,4803
1720776682.591,34.589496256,87,81,99,76,35,28,4803
1720776683.591,34.589496256,95,81,99,94,35,35,4925
1720776684.591,34.589496256,95,81,99,94,30,35,4925
1720776685.591,34.589496256,93,81,96,99,30,32,4803
1720776686.591,34.589496256,93,74,96,99,35,32,4803
1720776687.591,34.589496256,81,74,86,92,35,30,4762
1720776688.591,34.589496256,81,96,86,92,36,30,4762
1720776689.591,34.589496256,72,96,90,97,36,30,4884
1720776690.591,34.589496256,72,100,90,97,26,30,4884
1720776691.591,34.589496256,73,100,94,78,26,31,4884
1720776692.591,34.589496256,73,98,94,78,37,31,4884
1720776693.591,34.589496256,92,98,81,98,37,36,5169
1720776694.591,34.589496256,92,92,81,98,38,36,5169
1720776695.591,34.589496256,91,92,93,100,38,40,4965
1720776696.591,34.589496256,91,90,93,100,39,40,4965
1720776697.591,34.589496256,90,90,95,98,39,31,5006
1720776698.591,34.589496256,90,86,95,98,27,31,5006
1720776699.591,34.589496256,89,86,87,97,27,35,5128
1720776700.591,34.589496256,89,86,87,97,32,35,5128
1720776701.591,34.589496256,90,86,92,82,32,32,5047
1720776702.591,34.589496256,90,97,92,82,31,32,5047
1720776703.591,34.589496256,97,97,84,87,31,32,5047
1720776704.591,34.589496256,97,76,84,87,31,35,5210
1720776705.591,34.589496256,94,76,84,87,36,35,5210
1720776706.591,34.589496256,94,76,85,91,36,26,5088
1720776707.591,34.589496256,94,93,85,91,28,26,5088
1720776708.591,34.589496256,85,93,90,100,28,34,5169
1720776709.591,34.589496256,85,77,90,100,26,34,5169
1720776710.591,34.589496256,94,77,92,97,26,31,4965
1720776711.591,34.589496256,94,90,92,97,34,31,4965
1720776712.591,34.589496256,86,90,91,97,34,41,5128
1720776713.591,34.589496256,86,98,91,97,38,41,5128
1720776714.591,34.589496256,74,98,96,92,38,30,4843
1720776715.591,34.589496256,74,86,96,92,31,30,4843
1720776716.591,34.589496256,97,86,93,87,31,34,4803
1720776717.591,34.589496256,97,97,93,87,34,34,4803
1720776718.591,34.589496256,87,97,100,81,34,49,4803
1720776719.591,34.589496256,87,87,100,81,47,49,4803
1720776720.591,34.589496256,94,87,93,72,47,49,4803
1720776721.591,34.589496256,94,98,93,72,47,37,5291
1720776722.591,34.589496256,92,98,93,72,38,37,5291
1720776723.591,34.589496256,92,98,92,97,38,33,5088
1720776724.591,34.589496256,92,91,92,97,34,33,5088
1720776725.591,34.589496256,87,91,94,76,34,30,5088
1720776726.591,34.589496256,87,100,94,76,32,30,5088
1720776727.591,34.589496256,88,100,92,97,32,29,5047
1720776728.591,34.589496256,88,93,92,97,28,29,5047
1720776729.591,34.589496256,83,93,91,94,28,33,4925
1720776730.591,34.589496256,83,86,91,94,42,33,4925
1720776731.591,34.589496256,94,86,91,79,42,42,5169
1720776732.591,34.589496256,94,92,91,79,44,42,5169
1720776733.591,34.589496256,94,92,85,98,44,31,4803
1720776734.591,34.589496256,94,97,85,98,30,31,4803
1720776735.591,34.589496256,91,97,84,97,30,38,5006
1720776736.591,34.589496256,91,81,84,97,38,38,5006
1720776737.591,34.589496256,85,81,93,89,38,32,5128
1720776738.591,34.589496256,85,85,93,89,32,32,5128
1720776739.591,34.589496256,100,85,100,92,32,40,5210
1720776740.591,34.589496256,100,92,100,92,34,40,5210
1720776741.591,34.589496256,82,92,96,83,34,28,5006
1720776742.591,34.589496256,82,95,96,83,31,28,5006
1720776743.591,34.589496256,77,95,83,85,31,28,5006
1720776744.591,34.589496256,77,82,83,85,31,41,5210
1720776745.591,34.589496256,95,82,83,85,39,41,5210
1720776746.591,34.589496256,95,82,84,98,39,27,4965
1720776747.591,34.589496256,95,89,84,98,29,27,4965
1720776748.591,34.589496256,98,89,95,84,29,50,4965
1720776749.591,34.589496256,98,89,95,84,48,50,4965
1720776750.591,34.589496256,99,89,87,86,48,32,4925
1720776751.591,34.589496256,99,88,87,86,30,32,4925
1720776752.591,34.589496256,100,88,87,87,30,38,4884
1720776753.591,34.589496256,100,93,87,87,36,38,4884
1720776754.591,34.589496256,87,93,93,67,36,39,5128
1720776755.591,34.589496256,87,90,93,67,36,39,5128
1720776756.591,34.589496256,93,90,83,91,36,31,5006
1720776757.591,34.589496256,93,91,83,91,32,31,5006
1720776758.591,34.589496256,96,91,88,98,32,31,5210
1720776759.591,34.589496256,96,75,88,98,34,31,5210
1720776760.591,34.589496256,88,75,85,96,34,31,5210
1720776761.591,34.589496256,88,93,85,96,34,32,5088
1720776762.591,34.589496256,95,93,85,96,33,32,5088
1720776763.591,34.589496256,95,93,93,99,33,35,4925
1720776764.591,34.589496256,95,83,93,99,35,35,4925
1720776765.591,34.589496256,91,83,94,80,35,45,5372
1720776766.591,34.589496256,91,100,94,80,44,45,5372
1720776767.591,34.589496256,88,100,96,74,44,28,4965
1720776768.591,34.589496256,88,89,96,74,27,28,4965
1720776769.591,34.589496256,95,89,93,86,27,37,5006
1720776770.591,34.589496256,95,87,93,86,36,37,5006
1720776771.591,34.589496256,96,87,94,96,36,35,5006
1720776772.591,34.589496256,96,84,94,96,39,35,5006
1720776773.591,34.589496256,92,84,81,93,39,36,4965
1720776774.591,34.589496256,92,94,81,93,38,36,4965
1720776775.593,34.589496256,89,94,88,92,38,38,4884
1720776776.594,34.589496256,89,90,88,92,39,38,4884
1720776777.591,34.589496256,100,90,99,90,39,40,5088
1720776778.591,34.589496256,100,93,99,90,36,40,5088
1720776779.591,34.589496256,81,93,87,99,36,34,5047
1720776780.591,34.589496256,81,86,87,99,33,34,5047
1720776781.591,34.589496256,92,86,89,94,33,47,4803
1720776782.591,34.589496256,92,86,89,94,50,47,4803
1720776783.591,40.00152368,87,86,78,83,50,46,4843
1720776784.591,40.00152368,87,86,78,83,43,46,4843
1720776785.591,40.00152368,80,86,93,69,43,41,4925
1720776786.591,40.00152368,80,95,93,69,35,41,4925
1720776787.591,40.00152368,77,95,96,91,35,31,5006
1720776788.593,40.00152368,77,95,96,91,33,31,5006
1720776789.594,40.00152368,70,95,90,97,33,31,5006
1720776790.591,40.00152368,70,87,90,97,33,32,5006
1720776791.591,40.00152368,81,87,90,97,34,32,5006
1720776792.591,40.00152368,81,87,97,73,34,32,5088
1720776793.591,40.00152368,81,90,97,73,34,32,5088
1720776794.591,40.00152368,100,90,93,93,34,35,4640
1720776795.591,40.00152368,100,95,93,93,32,35,4640
1720776796.591,40.00152368,90,95,97,77,32,35,4762
1720776797.594,45.903975456,90,85,97,77,31,35,4762
1720776798.591,45.903975456,87,85,79,95,31,40,4843
1720776799.591,45.903975456,87,82,79,95,37,40,4843
1720776800.591,45.903975456,100,82,100,76,37,44,5372
1720776801.591,45.903975456,100,81,100,76,46,44,5372
1720776802.591,45.903975456,96,81,87,90,46,29,5047
1720776803.594,45.903975456,96,86,87,90,32,29,5047
1720776804.591,45.903975456,98,86,85,89,32,29,5047
1720776805.593,45.903975456,98,84,85,89,32,37,5128
1720776806.591,45.903975456,87,84,85,89,31,37,5128
1720776807.591,45.903975456,87,84,80,96,31,39,5047
1720776808.591,45.903975456,87,99,80,96,35,39,5047
1720776809.591,45.903975456,91,99,97,84,35,34,4925
1720776810.591,45.903975456,91,90,97,84,32,34,4925
1720776811.591,45.903975456,89,90,75,100,32,30,4721
1720776812.594,45.903975456,89,78,75,100,25,30,4721
1720776813.591,45.903975456,95,78,97,95,25,27,4803
1720776814.591,45.903975456,95,87,97,95,29,27,4803
1720776815.591,45.903975456,77,87,86,89,29,42,5128
1720776816.591,59.557651488,77,86,86,89,42,42,5128
1720776817.591,59.557651488,99,86,95,97,42,31,5291
1720776818.591,59.557651488,99,88,95,97,31,31,5291
1720776819.591,59.557651488,91,88,93,84,31,44,5047
1720776820.591,59.557651488,91,93,93,84,46,44,5047
1720776821.591,59.557651488,99,93,96,84,46,34,5210
1720776822.591,59.557651488,99,93,96,84,32,34,5210
1720776823.591,59.557651488,87,93,96,83,32,34,5210
1720776824.591,59.557651488,87,97,96,83,32,33,4965
1720776825.591,59.557651488,94,97,96,83,28,33,4965
1720776826.591,59.557651488,94,97,86,97,28,35,4925
1720776827.591,59.557651488,94,92,86,97,35,35,4925
1720776828.591,65.120088,83,92,79,98,35,30,5006
1720776829.591,65.120088,83,90,79,98,27,30,5006
1720776830.591,65.120088,95,90,96,88,27,34,4762
1720776831.591,65.120088,95,83,96,88,33,34,4762
1720776832.595,65.120088,99,83,87,84,33,37,4518
1720776833.591,65.120088,99,84,87,84,30,37,4518
1720776834.591,65.120088,91,84,96,87,30,29,4477
1720776835.591,65.120088,91,87,96,87,32,29,4477
1720776836.591,65.120088,85,87,96,75,32,59,5006
1720776837.591,65.120088,85,84,96,75,47,59,5006
1720776838.591,65.120088,88,84,87,93,47,59,5006
1720776839.591,65.120088,88,97,87,93,47,36,5250
1720776840.591,65.120088,80,97,87,93,40,36,5250
1720776841.591,65.120088,80,97,99,95,40,36,4843
1720776842.591,75.5027944,80,92,99,95,28,36,4843
1720776843.591,75.5027944,84,92,73,99,28,32,4965
1720776844.591,75.5027944,84,91,73,99,37,32,4965
1720776845.591,75.5027944,92,91,100,74,37,52,5006
1720776846.591,75.5027944,92,96,100,74,51,52,5006
1720776847.591,75.5027944,88,96,87,94,51,34,4762
1720776848.591,75.5027944,88,97,87,94,40,34,4762
1720776849.594,75.5027944,89,97,93,85,40,29,4843
1720776850.591,75.5027944,89,93,93,85,25,29,4843
1720776851.591,75.5027944,90,93,88,82,25,30,4762
1720776852.591,75.5027944,90,98,88,82,36,30,4762
1720776853.591,75.5027944,94,98,94,98,36,36,4884
1720776854.591,80.805308992,94,84,94,98,34,36,4884
1720776855.591,80.805308992,80,84,97,99,34,46,5250
1720776856.591,80.805308992,80,95,97,99,46,46,5250
1720776857.591,80.805308992,84,95,85,100,46,33,5047
1720776858.591,80.805308992,84,83,85,100,40,33,5047
1720776859.591,80.805308992,96,83,86,94,40,30,5006
1720776860.591,80.805308992,96,88,86,94,36,30,5006
1720776861.591,80.805308992,73,88,90,91,36,30,5006
1720776862.591,80.805308992,73,82,90,91,36,35,5128
1720776863.591,80.805308992,73,82,90,91,31,35,5128
1720776864.591,80.805308992,73,82,95,85,31,31,4884
1720776865.594,80.805308992,73,90,95,85,29,31,4884
1720776866.591,80.805308992,89,90,87,92,29,33,5006
1720776867.591,80.805308992,89,100,87,92,34,33,5006
1720776868.591,80.805308992,81,100,95,92,34,41,4884
1720776869.591,89.17667104,81,85,95,92,29,41,4884
1720776870.591,89.17667104,93,85,79,96,29,30,4721
1720776871.591,89.17667104,93,81,79,96,31,30,4721
1720776872.591,89.17667104,96,81,76,99,31,33,4803
1720776873.593,89.17667104,96,94,76,99,30,33,4803
1720776874.591,89.17667104,85,94,92,95,30,45,4803
1720776875.591,89.17667104,85,87,92,95,46,45,4803
1720776876.591,89.17667104,95,87,87,93,46,33,4965
1720776877.591,89.17667104,95,98,87,93,35,33,4965
1720776878.591,89.17667104,84,98,80,95,35,34,4965
1720776879.591,89.17667104,84,96,80,95,40,34,4965
1720776880.591,89.17667104,95,96,95,88,40,27,5088
1720776881.591,89.17667104,95,83,95,88,29,27,5088
1720776882.591,89.17667104,81,83,80,96,29,37,5210
1720776883.591,89.17667104,81,98,80,96,37,37,5210
1720776884.591,97.75818464,99,98,95,83,37,37,5210
1720776885.591,97.75818464,99,100,95,83,41,37,5210
1720776886.591,97.75818464,84,100,98,73,41,33,5088
1720776887.591,97.75818464,84,94,98,73,32,33,5088
1720776888.591,97.75818464,97,94,91,92,32,33,5128
1720776889.591,97.75818464,97,83,91,92,37,33,5128
1720776890.591,97.75818464,74,83,92,78,37,33,5128
1720776891.594,97.75818464,74,95,92,78,37,37,5372
1720776892.591,97.75818464,97,95,92,78,41,37,5372
1720776893.591,97.75818464,97,95,92,86,41,35,4965
1720776894.591,97.75818464,97,81,92,86,28,35,4965
1720776895.591,97.75818464,100,81,93,88,28,29,4884
1720776896.591,97.75818464,100,85,93,88,35,29,4884
1720776897.591,97.75818464,86,85,86,82,35,33,4762
1720776898.591,97.75818464,86,97,86,82,32,33,4762
1720776899.591,97.75818464,89,97,87,98,32,27,4599
1720776900.591,97.75818464,89,87,87,98,27,27,4599
1720776901.591,109.706376448,83,87,98,79,27,43,4721
1720776902.591,109.706376448,83,85,98,79,34,43,4721
1720776903.591,109.706376448,87,85,89,96,34,35,5006
1720776904.591,109.706376448,87,87,89,96,39,35,5006
1720776905.591,109.706376448,80,87,85,96,39,31,5088
1720776906.591,109.706376448,80,82,85,96,30,31,5088
1720776907.591,109.706376448,99,82,85,92,30,31,5088
1720776908.591,109.706376448,99,64,85,92,30,49,5088
1720776909.591,109.706376448,95,64,85,92,46,49,5088
1720776910.597,109.706376448,95,64,97,87,46,47,5088
1720776911.591,109.706376448,95,91,97,87,38,47,5088
1720776912.591,109.706376448,98,91,79,97,38,29,4965
1720776913.591,109.706376448,98,92,79,97,32,29,4965
1720776914.591,109.706376448,96,92,89,94,32,31,5088
1720776915.591,109.706376448,96,93,89,94,33,31,5088
1720776916.591,109.706376448,88,93,81,92,33,38,5128
1720776917.591,109.706376448,88,89,81,92,41,38,5128
1720776918.591,109.706376448,98,89,99,90,41,32,5250
1720776919.598,109.706376448,98,86,99,90,32,32,5250
1720776920.591,121.046236,97,86,96,98,32,33,5128
1720776921.591,121.046236,97,72,96,98,31,33,5128
1720776922.591,121.046236,97,72,95,84,31,33,5128
1720776923.591,121.046236,97,84,95,84,31,37,5128
1720776924.591,121.046236,94,84,95,84,33,37,5128
1720776925.591,121.046236,94,84,91,90,33,29,5047
1720776926.591,121.046236,94,88,91,90,28,29,5047
1720776927.591,121.046236,90,88,92,91,28,48,5576
1720776928.591,121.046236,90,76,92,91,48,48,5576
1720776929.591,121.046236,95,76,95,76,48,30,4843
1720776930.591,121.046236,95,92,95,76,28,30,4843
1720776931.591,121.046236,98,92,95,94,28,41,5047
1720776932.591,121.046236,98,79,95,94,34,41,5047
1720776933.591,121.046236,96,79,100,77,34,32,4965
1720776934.591,121.046236,96,96,100,77,33,32,4965
1720776935.591,128.724912928,78,96,91,88,33,55,5088
1720776936.591,128.724912928,78,90,91,88,52,55,5088
1720776937.591,128.724912928,86,90,89,99,52,42,5250
1720776938.591,128.724912928,86,98,89,99,42,42,5250
1720776939.591,128.724912928,85,98,88,87,42,32,5128
1720776940.591,128.724912928,85,100,88,87,32,32,5128
1720776941.591,128.724912928,95,100,79,98,32,32,5128
1720776942.591,128.724912928,95,99,79,98,32,29,5210
1720776943.591,128.724912928,91,99,79,98,36,29,5210
1720776944.591,128.724912928,91,99,95,92,36,34,5128
1720776945.591,134.802011872,91,94,95,92,29,34,5128
1720776946.591,134.802011872,86,94,98,89,29,32,4925
1720776947.591,134.802011872,86,79,98,89,33,32,4925
1720776948.591,134.802011872,99,79,85,93,33,39,5169
1720776949.591,134.802011872,99,97,85,93,38,39,5169
1720776950.591,134.802011872,79,97,95,90,38,25,4803
1720776951.591,134.802011872,79,82,95,90,29,25,4803
1720776952.591,134.802011872,100,82,84,99,29,43,4884
1720776953.591,134.802011872,100,83,84,99,44,43,4884
1720776954.591,134.802011872,84,83,81,99,44,37,4721
1720776955.591,134.802011872,84,87,81,99,30,37,4721
1720776956.591,134.802011872,98,87,92,82,30,29,4884
1720776957.591,134.802011872,98,94,92,82,30,29,4884
1720776958.591,142.377832672,78,94,91,89,30,29,4884
1720776959.591,142.377832672,78,80,91,89,30,47,5210
1720776960.591,142.377832672,97,80,91,89,41,47,5210
1720776961.591,142.377832672,97,80,84,98,41,29,5047
1720776962.591,142.377832672,97,100,84,98,30,29,5047
1720776963.591,142.377832672,86,100,84,100,30,30,4925
1720776964.591,142.377832672,86,69,84,100,32,30,4925
1720776965.591,142.377832672,93,69,77,96,32,38,5006
1720776966.591,142.377832672,93,87,77,96,31,38,5006
1720776967.591,142.377832672,76,87,96,90,31,37,4965
1720776968.591,142.377832672,76,97,96,90,32,37,4965
1720776969.591,142.377832672,85,97,97,87,32,49,5413
1720776970.591,142.377832672,85,96,97,87,49,49,5413
1720776971.591,142.377832672,86,96,92,82,49,41,4884
1720776972.594,142.377832672,86,99,92,82,41,41,4884
1720776973.591,151.660668128,94,99,92,89,41,35,5128
1720776974.591,151.660668128,94,95,92,89,35,35,5128
1720776975.591,151.660668128,90,95,90,94,35,35,5169
1720776976.591,151.660668128,90,94,90,94,45,35,5169
1720776977.591,151.660668128,100,94,91,100,45,32,5210
1720776978.591,151.660668128,100,82,91,100,39,32,5210
1720776979.591,151.660668128,79,82,82,93,39,33,5291
1720776980.591,151.660668128,79,89,82,93,35,33,5291
1720776981.591,151.660668128,98,89,88,99,35,33,5291
1720776982.591,151.660668128,98,82,88,99,35,35,5210
1720776983.591,151.660668128,90,82,88,99,36,35,5210
1720776984.591,151.660668128,90,82,83,90,36,31,5047
1720776985.591,151.660668128,90,81,83,90,30,31,5047
1720776986.591,158.945984832,98,81,92,76,30,37,5332
1720776987.591,158.945984832,98,95,92,76,39,37,5332
1720776988.591,158.945984832,94,95,88,97,39,33,4925
1720776989.591,158.945984832,94,94,88,97,38,33,4925
1720776990.591,158.945984832,89,94,93,84,38,29,4925
1720776991.591,158.945984832,89,94,93,84,30,29,4925
1720776992.591,158.945984832,76,94,94,98,30,33,4762
1720776993.591,158.945984832,76,96,94,98,35,33,4762
1720776994.591,158.945984832,83,96,84,99,35,32,4925
1720776995.591,158.945984832,83,70,84,99,29,32,4925
1720776996.591,158.945984832,97,70,89,100,29,28,4640
1720776997.591,158.945984832,97,81,89,100,31,28,4640
1720776998.591,158.945984832,94,81,91,78,31,37,4762
1720776999.591,158.945984832,94,80,91,78,43,37,4762
1720777000.591,158.945984832,94,80,99,79,43,29,4599
1720777001.591,167.386534432,94,100,99,79,27,29,4599
1720777002.591,167.386534432,81,100,100,84,27,31,4925
1720777003.591,167.386534432,81,75,100,84,40,31,4925
1720777004.591,167.386534432,90,75,85,97,40,35,5210
1720777005.591,167.386534432,90,95,85,97,35,35,5210
1720777006.591,167.386534432,80,95,97,95,35,45,5210
1720777007.591,167.386534432,80,96,97,95,45,45,5210
1720777008.591,167.386534432,89,96,93,100,45,47,5250
1720777009.591,167.386534432,89,80,93,100,46,47,5250
1720777010.591,167.386534432,83,80,97,99,46,47,5250
1720777011.591,173.504425664,83,73,97,99,46,29,5088
1720777012.591,173.504425664,97,73,97,99,26,29,5088
1720777013.591,173.504425664,97,73,87,87,26,31,4884
1720777014.591,173.504425664,97,97,87,87,37,31,4884
1720777015.591,173.504425664,63,97,87,77,37,35,4884
1720777016.591,173.504425664,63,93,87,77,29,35,4884
1720777017.591,173.504425664,94,93,89,88,29,36,5047
1720777018.591,173.504425664,94,92,89,88,39,36,5047
1720777019.591,173.504425664,87,92,77,98,39,35,5250
1720777020.591,173.504425664,87,88,77,98,35,35,5250
1720777021.591,173.504425664,84,88,98,95,35,35,5250
1720777022.591,173.504425664,84,98,98,95,35,33,5495
1720777023.594,180.516309824,80,98,98,95,36,33,5495
